category,german,english,image_url,image_local
German Farm Animals Flashcards,der Wolf,the wolf,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43a.svg,images/German Farm Animals Flashcards/1f43a.svg
German Farm Animals Flashcards,der Wurm,the worm,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fab1.svg,images/German Farm Animals Flashcards/1fab1.svg
German Farm Animals Flashcards,das Zebra,the zebra,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f993.svg,images/German Farm Animals Flashcards/1f993.svg
German Farm Animals Flashcards,die Ziege,the goat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f410.svg,images/German Farm Animals Flashcards/1f410.svg
German Summer Flashcards,der Frühling,the spring,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTgsInB1ciI6ImJsb2JfaWQifX0=--87d2b3347545d80811474509703a2d683d13599b/spring.svg,images/German Summer Flashcards/spring.svg
German Summer Flashcards,der Sommer,the summer,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTksInB1ciI6ImJsb2JfaWQifX0=--d9f02ae8bbcc908c1c89d041277ec8c4b04ebcdc/summer.svg,images/German Summer Flashcards/summer.svg
German Summer Flashcards,der Herbst,the autumn,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjAsInB1ciI6ImJsb2JfaWQifX0=--78d6c0b55d54241e1b581c0e21858d4ce0e09692/autumn.svg,images/German Summer Flashcards/autumn.svg
German Summer Flashcards,der Winter,the winter,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjEsInB1ciI6ImJsb2JfaWQifX0=--1344fa75e954d688feaa99e6b5b8f6e6ea96407e/winter.svg,images/German Summer Flashcards/winter.svg
German Summer Flashcards,das Ahornblatt,the maple leaf,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f341.svg,images/German Summer Flashcards/1f341.svg
German Summer Flashcards,der Apfel,the Apple,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34e.svg,images/German Summer Flashcards/1f34e.svg
German Summer Flashcards,der Badeanzug,the swimsuit,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa71.svg,images/German Summer Flashcards/1fa71.svg
German Summer Flashcards,die Badehose,the swimming trunks,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa73.svg,images/German Summer Flashcards/1fa73.svg
German Summer Flashcards,die Biene,the bee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41d.svg,images/German Summer Flashcards/1f41d.svg
German Summer Flashcards,der Drachen,the dragon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa81.svg,images/German Summer Flashcards/1fa81.svg
German Summer Flashcards,das Eichhörnchen,the squirrel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43f.svg,images/German Summer Flashcards/1f43f.svg
German Summer Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ca.svg,images/German Summer Flashcards/1f9ca.svg
German Summer Flashcards,das Eis,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2744.svg,images/German Summer Flashcards/2744.svg
German Summer Flashcards,die Eiscreme,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f368.svg,images/German Summer Flashcards/1f368.svg
German Summer Flashcards,die Eiscreme,the ice cream,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f366.svg,images/German Summer Flashcards/1f366.svg
German Summer Flashcards,fallende Blätter,falling leaves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f342.svg,images/German Summer Flashcards/1f342.svg
German Summer Flashcards,das Feuerwerk,the fireworks,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f386.svg,images/German Summer Flashcards/1f386.svg
German Summer Flashcards,das Frisbee,the Frisbee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f94f.svg,images/German Summer Flashcards/1f94f.svg
German Summer Flashcards,das Gras,the grass,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f331.svg,images/German Summer Flashcards/1f331.svg
German Summer Flashcards,das Gänseblümchen,the daisy,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33c.svg,images/German Summer Flashcards/1f33c.svg
German Summer Flashcards,die Handschuhe,the gloves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e4.svg,images/German Summer Flashcards/1f9e4.svg
German Summer Flashcards,der Igel,the hedgehog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f994.svg,images/German Summer Flashcards/1f994.svg
German Summer Flashcards,Kakigori,Kakigori,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f367.svg,images/German Summer Flashcards/1f367.svg
German Summer Flashcards,die Kastanie,the chestnut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f330.svg,images/German Summer Flashcards/1f330.svg
German Summer Flashcards,die Kirschblüte,the cherry blossom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f338.svg,images/German Summer Flashcards/1f338.svg
German Summer Flashcards,das Küken,the chick,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f423.svg,images/German Summer Flashcards/1f423.svg
German Summer Flashcards,die Kürbis,the pumpkin,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f383.svg,images/German Summer Flashcards/1f383.svg
German Summer Flashcards,der Mais,the corn,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33d.svg,images/German Summer Flashcards/1f33d.svg
German Summer Flashcards,der Mantel,the coat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e5.svg,images/German Summer Flashcards/1f9e5.svg
German Summer Flashcards,der Marienkäfer,the ladybug,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41e.svg,images/German Summer Flashcards/1f41e.svg
German Summer Flashcards,der Pilz,the mushroom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f344.svg,images/German Summer Flashcards/1f344.svg
German Summer Flashcards,der Regen,the rain,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f327.svg,images/German Summer Flashcards/1f327.svg
German Summer Flashcards,der Regenbogen,the rainbow,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f308.svg,images/German Summer Flashcards/1f308.svg
German Summer Flashcards,der Regenschirm,the umbrella,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2602.svg,images/German Summer Flashcards/2602.svg
German Summer Flashcards,der Schal,the scarf,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e3.svg,images/German Summer Flashcards/1f9e3.svg
German Summer Flashcards,der Schlitten,the sleigh,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f6f7.svg,images/German Summer Flashcards/1f6f7.svg
German Summer Flashcards,das Schlittschuh- laufen,ice skating,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f8.svg,images/German Summer Flashcards/26f8.svg
German Summer Flashcards,der Schmetterling,the butterfly,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98b.svg,images/German Summer Flashcards/1f98b.svg
German Summer Flashcards,der Schneemann,the snowman,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2603.svg,images/German Summer Flashcards/2603.svg
German Summer Flashcards,das Schwimmen,the swimming,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3ca-1f3fe.svg,images/German Summer Flashcards/1f3ca-1f3fe.svg
German Summer Flashcards,das Skifahren,the skiing,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f7-1f3fe.svg,images/German Summer Flashcards/26f7-1f3fe.svg
German Summer Flashcards,der Sommerhut,the summer hat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f452.svg,images/German Summer Flashcards/1f452.svg
German Summer Flashcards,die Sonne,the sun,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f31e.svg,images/German Summer Flashcards/1f31e.svg
German Summer Flashcards,die Sonnenbrille,the sunglasses,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f576.svg,images/German Summer Flashcards/1f576.svg
German Summer Flashcards,die Sonnencreme,the sunscreen,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9f4.svg,images/German Summer Flashcards/1f9f4.svg
German Summer Flashcards,der Sonnenschirm,the parasol,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f1.svg,images/German Summer Flashcards/26f1.svg
German Summer Flashcards,der Strand,the beach,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3d6.svg,images/German Summer Flashcards/1f3d6.svg
German Summer Flashcards,das Surfen,the surfing,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3c4-1f3fb-200d-2640-fe0f.svg,images/German Summer Flashcards/1f3c4-1f3fb-200d-2640-fe0f.svg
German Summer Flashcards,die Süßkartoffel,the sweet potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f360.svg,images/German Summer Flashcards/1f360.svg
German Summer Flashcards,die Tulpe,the tulip,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f337.svg,images/German Summer Flashcards/1f337.svg
German Summer Flashcards,das Wasser,the water,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f964.svg,images/German Summer Flashcards/1f964.svg
German Summer Flashcards,die Wassermelone,the watermelon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f349.svg,images/German Summer Flashcards/1f349.svg
German Summer Flashcards,der Weihnachtsba- um,the Christmas tree,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f384.svg,images/German Summer Flashcards/1f384.svg
German Summer Flashcards,die Wellen,the waves,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f30a.svg,images/German Summer Flashcards/1f30a.svg
